200112312330,8.6932576
200201010030,8.6932576
200201010130,8.6932576
200201010230,8.7144952
200201010330,8.7357328
200201010430,8.7569704
200201010530,8.7569704
200201010630,8.778208
200201010730,8.7569704
200201010830,8.7144952
200201010930,8.6932576
200201011030,8.6932576
200201011130,8.6932576
200201011230,8.6932576
200201011330,8.7144952
200201011430,8.778208
200201011530,8.7144952
200201011630,8.7144952
200201011730,8.6932576
200201011830,8.6507824
200201011930,8.6083072
200201012030,8.6083072
200201012130,8.6083072
200201012230,8.6083072
200201012330,8.6083072
200201020030,8.67202
200201020130,8.6932576
200201020230,8.7144952
200201020330,8.7569704
200201020430,8.778208
200201020530,8.778208
200201020630,8.7357328
200201020730,8.6932576
200201020830,8.6932576
200201020930,8.6932576
200201021030,8.6932576
200201021130,8.6932576
200201021230,8.6932576
200201021330,8.6932576
200201021430,8.6932576
200201021530,8.7357328
200201021630,8.6932576
200201021730,8.6932576
200201021830,8.6295448
200201021930,8.6083072
200201022030,8.6083072
200201022130,8.6083072
200201022230,8.6083072
200201022330,8.6083072
200201030030,8.6083072
200201030130,8.6507824
200201030230,8.7357328
200201030330,8.778208
200201030430,8.8348416
200201030530,8.8985544
200201030630,9.0047424
200201030730,9.0047424
200201030830,9.061376
200201030930,9.1038512
200201031030,9.1463264
200201031130,9.167564
200201031230,9.167564
200201031330,9.2312768
200201031430,9.2312768
200201031530,9.2312768
200201031630,9.2312768
200201031730,9.2454352
200201031830,9.273752
200201031930,9.2879104
200201032030,9.2879104
200201032130,9.2879104
200201032230,9.3728608
200201032330,9.4790488
200201040030,9.5710784
200201040130,9.6843456
200201040230,9.7480584
200201040330,9.7905336
200201040430,9.8542464
200201040530,9.8542464
200201040630,9.8542464
200201040730,9.8542464
200201040830,9.8542464
200201040930,9.8542464
200201041030,9.8542464
200201041130,9.8542464
200201041230,9.8542464
200201041330,9.9179592
200201041430,9.9391968
200201041530,9.981672
200201041630,9.9391968
200201041730,9.9391968
200201041830,9.9391968
200201041930,9.9391968
200201042030,9.9391968
200201042130,10.0241472
200201042230,10.0666224
200201042330,10.1020184
200201050030,10.1657312
200201050130,10.1869688
200201050230,10.2506816
200201050330,10.2506816
200201050430,10.2931568
200201050530,10.335632
200201050630,10.335632
200201050730,10.335632
200201050830,10.335632
200201050930,10.335632
200201051030,10.335632
200201051130,10.335632
200201051230,10.3143944
200201051330,10.335632
200201051430,10.335632
200201051530,10.2931568
200201051630,10.2506816
200201051730,10.2506816
200201051830,10.2931568
200201051930,10.335632
200201052030,10.335632
200201052130,10.3993448
200201052230,10.4205824
200201052330,10.4630576
200201060030,10.5055328
200201060130,10.5692456
200201060230,10.5904832
200201060330,10.6754336
200201060430,10.7179088
200201060530,10.760384
200201060630,10.8240968
200201060730,10.8453344
200201060830,10.8240968
200201060930,10.760384
200201061030,10.760384
200201061130,10.760384
200201061230,10.760384
200201061330,10.760384
200201061430,10.760384
200201061530,10.7816216
200201061630,10.866572
200201061730,11.2134528
200201061830,12.0841944
200201061930,13.0186488
200201062030,13.4292424
200201062130,13.5495888
200201062230,13.5071136
200201062330,13.3938464
200201070030,13.3938464
200201070130,13.5495888
200201070230,13.6345392
200201070330,13.8115192
200201070430,14.016816
200201070530,14.1867168
200201070630,14.33538
200201070730,14.547756
200201070830,14.7672112
200201070930,15.0928544
200201071030,15.6025568
200201071130,16.2609224
200201071230,17.202456
200201071330,18.3280488
200201071430,19.6377008
200201071530,20.954432
200201071630,22.3277968
200201071730,23.573736
200201071830,24.8550712
200201071930,25.9240304
200201072030,26.8868016
200201072130,27.715068
200201072230,28.3238792
200201072330,28.883136
200201080030,29.37868
200201080130,29.661848
200201080230,30.0866
200201080330,30.369768
200201080430,30.582144
200201080530,30.652936
200201080630,30.865312
200201080730,31.077688
200201080830,31.290064
200201080930,31.50244
200201081030,31.785608
200201081130,32.139568
200201081230,32.351944
200201081330,32.635112
200201081430,33.130656
200201081530,33.484616
200201081630,33.909368
200201081730,34.404912
200201081830,34.68808
200201081930,35.325208
200201082030,35.820752
200201082130,36.387088
200201082230,36.953424
200201082330,37.51976
200201090030,38.22768
200201090130,38.864808
200201090230,39.501936
200201090330,40.139064
200201090430,40.776192
200201090530,41.484112
200201090630,42.12124
200201090730,42.82916
200201090830,43.466288
200201090930,44.032624
200201091030,44.740544
200201091130,45.30688
200201091230,46.0148
200201091330,46.510344
200201091430,47.218264
200201091530,47.713808
200201091630,48.280144
200201091730,48.704896
200201091830,49.342024
200201091930,49.837568
200201092030,50.333112
200201092130,50.687072
200201092230,51.111824
200201092330,51.394992
200201100030,51.890536
200201100130,52.173704
200201100230,52.527664
200201100330,52.74004
200201100430,53.023208
200201100530,53.164792
200201100630,53.589544
200201100730,53.660336
200201100830,53.731128
200201100930,53.872712
200201101030,54.014296
200201101130,54.085088
200201101230,54.226672
200201101330,54.15588
200201101430,54.226672
200201101530,54.297464
200201101630,54.368256
200201101730,54.15588
200201101830,54.014296
200201101930,53.872712
200201102030,53.80192
200201102130,53.80192
200201102230,53.518752
200201102330,53.44796
200201110030,53.235584
200201110130,53.094
200201110230,52.881624
200201110330,52.598456
200201110430,52.38608
200201110530,52.102912
200201110630,52.03212
200201110730,51.819744
200201110830,51.607368
200201110930,51.253408
200201111030,51.041032
200201111130,50.97024
200201111230,50.687072
200201111330,50.545488
200201111430,50.403904
200201111530,50.120736
200201111630,49.979152
200201111730,49.625192
200201111830,49.412816
200201111930,49.20044
200201112030,49.058856
200201112130,48.84648
200201112230,48.634104
200201112330,48.421728
200201120030,48.209352
200201120130,48.13856
200201120230,47.855392
200201120330,47.713808
