NSCE  Elapsed_Time  RainFact    Ksat    WM    B    IM    KE    coeM    expM    coeR    coeS    KS    KI  
-1.832282e-01:  37.9531   1.120117  39.469538  337.025689  4.550416  1.176104  0.652978  7.509504  0.691757  0.901267  0.719240  0.871427  0.539552 
1.617146e-01:  37.9219   0.945926  107.481241  228.310067  2.718966  3.515863  0.580167  42.101646  0.567600  1.180921  0.600851  0.162922  1.662215 
5.245902e-02:  38.2813   1.045791  68.110229  185.650402  1.687775  2.040397  0.654978  68.341733  0.766664  1.247239  1.421381  0.166492  0.362263 
-7.038691e-02:  38.0625   1.138403  151.496922  333.801124  3.086395  1.943002  0.790233  61.436576  0.612230  0.944884  1.373135  0.337970  2.337342 
-3.584181e-01:  36.9063   0.818734  73.197067  249.367505  3.115279  0.401012  0.687988  110.568275  0.726174  1.352629  1.797909  0.358791  3.932968 
-3.211115e-02:  37.4375   0.951379  107.667776  318.337088  2.918860  2.247523  0.420871  91.702773  0.857835  0.902243  0.766385  0.217510  2.442583 
-2.371041e-01:  37.2344   0.950470  128.283424  401.588817  4.194306  2.397465  1.032443  52.743304  0.961456  0.625780  1.511516  0.602165  3.499396 
7.240344e-02:  38.0000   0.976084  118.356088  362.884503  2.019141  3.380076  0.165489  72.217376  0.460410  1.397682  2.869180  0.376971  1.695691 
-5.843968e-02:  37.3906   1.135935  130.551937  239.803104  2.188081  1.927324  0.462570  71.406999  0.807987  1.096012  2.145805  0.308826  2.685235 
-3.132840e-01:  37.5313   1.356236  12.481935  366.244897  0.879469  1.055792  0.549925  108.683685  0.340770  0.585716  0.784213  0.949793  3.880684 
-1.042312e+00:  38.5469   0.758917  140.011666  306.504361  3.341083  2.940753  0.162862  13.325482  0.512061  0.585002  1.539864  1.829723  1.164254 
2.296849e-01:  37.5156   0.855294  72.727656  373.510823  5.743308  3.933933  0.545694  10.757606  0.813111  1.473254  2.711824  0.134139  0.247380 
-3.848254e-02:  37.7031   0.957553  86.752722  209.977891  3.776960  2.174953  0.637086  76.807150  0.645425  0.943570  1.337061  0.280954  1.980101 
1.325217e-01:  38.0156   0.925962  64.489507  474.236683  1.293479  3.376722  0.362908  137.820628  0.600437  0.645751  1.574595  0.311829  0.788564 
-2.661424e-02:  38.8125   0.996898  113.291174  184.550134  3.014323  2.274946  0.623497  41.222104  0.707637  0.784502  2.535222  0.232006  2.421624 
1.098424e-01:  38.6094   0.905550  116.676688  356.369511  2.236934  3.833452  0.141357  97.305387  0.644910  1.423143  2.070498  0.056085  1.723926 
-6.110023e-01:  36.7656   1.034942  2.702052  418.052080  2.649050  2.546456  1.080267  17.607299  0.253166  1.009069  1.696186  1.142823  1.859509 
-3.639488e+00:  36.9531   1.136083  127.925232  446.292068  3.768392  3.232469  0.836098  100.660005  0.968012  0.649628  0.148554  1.850374  2.180734 
-2.729836e-01:  37.5625   0.961730  146.370283  212.057870  4.973645  1.722386  0.161240  63.937510  0.458755  0.900781  0.909025  0.948984  0.941805 
-5.828276e-01:  36.9531   0.992908  158.801202  180.769078  5.642803  1.868854  0.429900  7.384535  0.271984  0.551297  3.243576  1.735863  0.098941 
3.133474e-02:  37.2813   0.932268  115.927648  158.523157  2.571584  3.117927  0.459462  67.221563  0.873513  0.956765  1.516120  0.344039  2.258355 
-5.203464e-02:  37.1406   0.844280  135.018318  188.075909  2.738138  2.619120  0.553129  38.524376  0.868787  1.013030  1.986052  0.333595  2.548289 
-1.143870e-03:  37.2500   1.062939  89.548201  170.658411  3.589335  2.987496  1.240113  44.363719  0.740894  1.273726  1.281737  0.507324  0.826722 
-2.622419e-02:  37.0156   0.968822  115.869766  324.092501  2.802502  2.498688  0.699975  69.954710  0.673508  1.067099  1.987798  0.411529  1.677499 
1.178741e-01:  33.2813   0.758371  96.730586  313.797854  3.515972  3.909228  0.986154  42.580336  0.459917  1.030434  1.113046  0.267873  0.793256 
-4.482202e-01:  33.7031   1.126251  110.939329  244.041203  0.487417  1.478287  0.779657  111.827166  0.374918  0.625293  0.196878  1.263267  3.801220 
-8.674770e-01:  34.0313   0.845560  165.002563  128.514382  3.317454  2.819963  0.405355  138.355431  0.908259  0.570042  2.522606  1.394032  2.271653 
-5.574819e-01:  33.1250   0.817026  91.437604  233.621394  4.601170  1.249999  0.984389  80.569960  0.517128  0.916178  0.532741  1.534563  3.894673 
-2.488496e-02:  33.5625   1.055652  98.804437  259.608610  3.614015  2.380043  0.686266  71.968459  0.675242  0.956873  1.429964  0.455225  1.310117 
-2.862978e-01:  33.6094   0.842656  120.693422  249.806827  4.063603  3.334670  0.787460  40.757862  0.818868  1.023157  1.621512  0.836014  0.858233 
2.487891e-02:  33.2969   0.891089  87.731754  312.544348  2.582785  2.488165  0.663634  77.961376  0.543191  1.234325  0.844044  0.304731  0.959258 
-4.406014e-02:  34.1719   0.666137  51.828971  406.627537  4.551503  3.115104  0.816896  15.422760  0.859761  1.215046  0.385699  0.414994  0.761683 
-3.808559e-01:  31.9688   0.858183  111.591082  57.407743  0.359647  2.277184  1.147345  87.273280  0.357284  1.292486  2.102294  0.992470  2.064100 
The Initial Loop: 2 
BESTF  : 0.674243 
BESTX  : 1.202506  88.948839  252.399346  4.245524  3.553039  0.312816  32.919389  1.048741  0.592324  0.048024  0.147241  0.577834 
WORSTF : 2.134809 
WORSTX :  1.258871  183.212889  92.008735  2.598710  1.031732  0.338224  132.339893  1.074021  1.260038  0.953486  1.322541  3.335124 
-4.026191e-01:  41.2656   0.816004  169.905227  410.106214  4.080791  1.446811  0.728277  104.190744  0.968652  0.553839  0.667846  0.975220  2.706651 
1.638554e-01:  41.8281   1.042813  31.910413  253.965892  1.799770  3.051705  0.582302  71.929965  0.881793  0.616943  1.805156  0.197902  1.258265 
-1.024258e-01:  41.6406   1.255391  126.352024  88.238222  5.430936  0.883442  1.235396  110.776428  0.636155  1.349362  1.674307  1.008872  0.148892 
-9.386190e-02:  41.9688   0.655247  90.679668  151.820580  5.796624  3.037238  0.411652  140.098096  0.734342  1.058907  2.186653  0.642535  0.334655 
4.296015e-02:  37.0938   0.936187  146.810367  344.822796  2.549609  3.356668  0.968571  40.369010  0.689547  0.965387  2.220671  0.439685  0.943588 
-2.097101e-01:  37.4063   0.689027  72.412666  228.768680  1.281839  2.086954  1.159595  71.637268  0.394301  1.359482  0.141356  0.339456  2.906538 
-1.615890e-01:  37.7656   0.918037  22.734596  472.584030  5.792454  1.233840  0.626441  104.677862  0.635139  0.891594  0.317563  0.645283  0.008514 
-3.772374e-01:  37.9844   0.980893  113.067451  272.842668  1.619934  0.871335  0.301682  14.022960  0.543704  1.111838  1.709804  0.895457  2.322395 
-5.736647e-01:  36.9844   0.837422  20.942758  245.547609  4.992923  0.942733  1.065438  122.216540  0.696824  1.295946  3.193356  1.675930  3.917419 
-2.870139e-03:  37.7344   0.954292  115.730701  256.537543  3.176343  2.173632  0.707650  60.762575  0.639436  1.130461  1.794211  0.272200  1.367789 
-7.145045e-03:  37.9219   0.984154  111.732026  325.210984  2.949838  2.461116  0.644254  78.181487  0.617774  1.094429  1.526549  0.389582  1.563226 
1.170676e-02:  38.0938   1.139993  93.142523  285.785264  3.749172  1.642435  0.446355  101.069229  0.700300  1.144630  1.684323  0.362209  0.871216 
4.792183e-02:  36.9844   0.865980  82.620100  173.831059  2.331755  3.094104  0.960505  71.469437  0.907753  1.134185  1.724898  0.219411  2.067760 
-4.163809e-01:  37.4688   1.142992  8.193670  323.364605  4.125177  1.201256  1.457841  45.817491  0.992411  0.501185  1.432704  1.148302  1.461038 
4.216682e-02:  37.6250   0.907225  147.084269  322.755798  3.834195  3.783432  0.523809  28.159120  0.672207  1.197068  2.345775  0.014506  1.450890 
-3.989810e-01:  37.0313   0.645475  113.810015  183.597627  5.714293  0.643615  1.345074  109.001505  1.033912  1.356207  0.173414  1.280536  0.701100 
9.092264e-02:  37.4531   1.014609  119.991984  412.861039  0.822313  2.847451  0.191481  138.273673  0.873833  1.206763  1.818369  0.242882  3.568302 
-6.914315e-02:  37.1406   0.895756  99.298908  343.071705  1.864708  2.317118  1.071750  61.653560  0.679054  0.959166  2.351769  0.345763  1.966162 
-8.919421e-02:  37.0625   1.172957  105.153140  169.686291  3.960657  1.649771  0.956100  88.084423  0.684418  1.123422  1.649542  0.671076  0.615542 
2.273998e-01:  37.1719   1.133606  114.961465  365.437745  4.079945  3.450642  0.916865  10.868753  0.660687  1.240422  2.344554  0.217813  1.204245 
-3.314919e-02:  38.5000   1.181291  130.609410  480.889148  1.418893  2.303403  1.485836  50.216118  0.214190  1.175651  1.609515  0.036719  3.700354 
-1.894511e+00:  40.2344   1.339603  198.266683  449.268952  4.420692  3.218494  0.245940  30.489365  0.941985  1.064797  2.794256  0.872350  3.901690 
-3.192739e+00:  40.3906   1.295837  187.148238  140.771841  4.046405  3.998406  0.436460  53.947796  0.221024  0.592391  2.049794  1.554670  0.284403 
-3.323343e-01:  41.6563   0.991284  191.142943  110.651367  0.648923  1.095480  0.760837  51.007834  0.934542  0.649886  0.082028  0.819005  1.863961 
2.712973e-01:  37.9063   1.041602  66.678599  353.433026  2.962657  3.736284  0.837043  110.212039  0.637060  1.115791  0.395264  0.238487  0.195722 
-1.349602e-02:  37.4688   0.920354  93.048198  264.887521  2.872006  2.374345  0.913452  100.335123  0.515343  1.046305  0.867098  0.368749  1.125452 
1.083434e-02:  37.9063   0.913909  83.022042  247.652914  3.242352  2.513494  0.654703  54.119081  0.669955  1.122320  2.174630  0.345258  1.311845 
-2.902245e-02:  37.4219   0.783897  108.853753  149.338851  2.221860  3.230578  0.967545  69.678943  0.708455  1.181924  1.717678  0.457878  1.031127 
2.410035e-01:  37.6875   1.325197  178.453205  152.111338  1.237149  3.387222  0.575722  122.394404  0.507126  0.887442  2.073535  0.176527  1.665745 
-8.774139e-03:  38.9375   0.888779  50.585921  342.829281  1.614806  3.740804  0.225760  78.704525  0.676273  0.807841  1.774642  0.007197  1.750472 
-2.619973e-01:  38.4688   0.887252  85.245607  366.640137  1.617859  2.993513  0.692924  123.215357  0.754193  1.416137  1.802837  0.714501  3.043573 
-1.718146e+00:  38.6250   0.863694  69.096867  100.175035  3.127657  2.535280  0.493778  95.015106  0.987231  0.902697  2.257469  1.851994  3.505678 
-5.547800e-01:  38.5156   0.671274  144.428589  80.941216  1.386003  3.257928  1.158735  9.967052  0.227204  1.405657  1.370110  1.337863  1.024345 
-3.590247e-02:  38.8594   0.987722  111.123250  304.628051  2.909255  2.311750  0.703964  60.399885  0.691066  1.134570  1.868442  0.393862  1.732982 
1.720791e-01:  39.2031   1.232094  174.504267  331.239566  0.488963  3.668636  0.497847  65.826474  0.469792  0.563783  2.412215  0.045126  0.264931 
-6.243962e-02:  38.6563   0.849162  101.663065  188.067854  2.626965  2.554265  0.833002  65.582454  0.591407  1.151314  1.456803  0.308197  2.682808 
1.106549e-02:  38.1250   1.080085  86.307801  287.238247  2.570303  2.378668  0.781259  64.614824  0.705508  1.113705  1.616162  0.296397  2.246430 
2.639986e-01:  38.5000   0.966913  131.739071  336.915237  4.289158  3.971200  0.819913  1.938739  0.374371  1.457500  3.173357  0.116016  0.261273 
-5.436084e-01:  39.0156   1.015322  39.354610  279.868860  1.471278  1.572535  0.481907  68.879054  0.207749  1.021697  1.709995  1.297994  3.232627 
2.014061e-01:  38.6875   1.383308  192.473793  136.938953  3.030606  2.619837  1.118909  21.722694  0.352554  1.212768  2.579960  0.377405  0.345322 
-8.953293e-01:  37.0781   0.636029  199.489482  281.680331  5.058501  3.405886  0.844946  113.488673  0.925837  1.462733  3.056874  1.982562  0.402190 
1.847592e-01:  37.9531   0.800741  108.829266  402.212102  4.265646  3.916390  0.734310  10.770794  0.309680  1.280371  1.358834  0.182234  0.153460 
2.581215e-03:  38.0313   0.997816  65.085156  271.758591  2.915396  2.059512  0.883673  68.690795  0.660151  0.908474  1.660691  0.347472  0.869739 
2.711724e-01:  39.0156   1.098215  136.760559  216.534011  4.316284  3.443568  0.312963  66.555597  0.515400  1.346063  1.186247  0.102081  0.555608 
-6.520592e-02:  37.0156   0.951918  116.040888  312.566881  3.530746  2.834314  0.950757  57.488970  0.806445  0.845286  1.455433  0.439405  2.332817 
3.462493e-02:  37.8594   1.080033  98.232409  489.680385  5.398805  2.149587  1.398113  2.715838  0.591849  0.875308  1.224577  0.477911  0.158630 
2.474540e-01:  37.9063   0.943217  73.748080  199.692907  2.988542  3.947440  0.671070  54.004291  0.512804  1.430729  2.381850  0.250659  0.086014 
-5.365486e-01:  41.4531   1.269213  181.531166  110.292595  5.449372  2.571334  1.427547  101.154948  0.378119  0.659871  0.003465  0.724125  2.480624 
-3.834047e-01:  38.5000   0.815432  69.050360  427.991887  0.536054  0.859671  0.477644  36.486940  0.286464  1.414099  2.361591  0.039289  1.494059 
-9.741893e-01:  38.2031   1.159828  60.232066  403.704778  2.114968  3.381605  1.433690  92.346085  0.666012  1.413035  1.117620  1.059143  2.808324 
-3.781922e-01:  38.3125   0.781747  52.498688  138.580071  5.631046  1.212033  0.689853  135.746702  1.036853  0.899558  0.340946  0.750086  3.159148 
-8.330914e-02:  37.6094   0.924150  77.743800  372.624840  1.755798  2.226247  0.986921  43.805586  0.849583  0.807695  1.654802  0.353116  2.451804 
6.444386e-02:  38.2969   0.925374  82.147435  242.467531  3.912644  2.879617  0.740109  58.555527  0.759589  0.991543  1.196386  0.353515  1.072310 
6.057593e-02:  39.3906   0.915673  129.499613  336.774196  4.089342  2.472957  0.611668  41.110606  0.466471  1.346751  1.560172  0.307513  0.786109 
9.674128e-02:  39.4531   1.112798  66.459660  335.308832  2.447479  3.225168  0.577711  53.167435  0.437652  1.058307  2.256128  0.327416  2.065826 
-8.157044e-03:  38.8438   1.327766  124.914611  202.526407  2.987227  1.550374  1.163651  58.774267  0.656748  0.999410  1.522883  0.586402  0.347326 
-4.692467e-01:  36.8281   0.878829  184.773757  293.884395  3.652513  0.232426  1.055010  54.410479  0.302393  1.483560  0.926980  1.987927  1.678715 
-6.739082e-01:  37.5156   1.137573  52.072693  348.242944  1.186648  3.967138  1.370121  148.569159  0.425592  1.091866  0.414750  0.870936  1.034705 
-1.062020e+00:  37.5156   1.034399  151.833221  120.217702  3.953840  1.299349  1.257425  148.885820  0.952290  0.936000  1.951821  1.917165  2.952201 
-1.453848e+00:  36.9688   0.838234  176.001224  201.794811  5.525940  2.662756  1.254460  89.921272  0.754898  0.848647  0.179696  1.673546  3.979052 
2.747894e-02:  38.0469   0.879570  73.334849  248.144005  3.560994  2.792637  0.629975  49.530462  0.462227  1.252124  1.614980  0.312366  1.603734 
-5.250083e-03:  38.7656   0.906317  139.301041  193.057786  4.790639  2.189354  0.417667  23.890339  0.404901  0.963067  2.448660  0.383738  1.016386 
4.780291e-02:  38.2031   0.993309  101.695339  155.974687  2.943234  2.464875  1.084548  79.684057  0.420923  1.112044  1.315086  0.295322  1.161006 
4.297354e-02:  38.2969   0.904969  103.881267  192.577243  2.925384  2.414614  0.667680  74.862653  0.453870  1.156026  2.024471  0.341621  0.601381 
-6.134339e-01:  38.0625   1.289448  159.216265  447.927355  5.576659  1.485676  0.317941  105.239459  1.058883  0.778406  2.108019  1.079096  2.019415 
2.041160e-02:  38.4531   1.048160  120.916785  166.593744  4.360723  3.554856  0.174585  65.157942  1.077154  0.622887  1.585702  0.307528  2.402987 
-4.445914e-01:  37.1250   0.859647  56.373796  204.337408  3.128620  0.271176  1.472722  123.878034  0.937689  1.130425  3.188417  1.520194  1.179698 
-7.269829e-01:  38.2188   1.269713  108.537053  100.358884  4.199550  0.331374  0.509641  78.958861  0.812078  0.995238  3.188375  1.877036  1.936854 
4.861183e-02:  37.7656   1.005533  117.035980  289.764002  3.103579  2.971796  0.841779  64.396058  0.751376  0.917218  1.400789  0.366460  1.629340 
-1.442491e+00:  38.7813   1.033284  72.180590  190.897405  0.700856  2.539349  0.331468  35.181582  0.211891  0.827853  2.880813  1.895838  1.028797 
3.368074e-03:  38.2813   1.129310  88.045717  270.376045  3.272350  2.189190  0.645138  90.007109  0.633857  0.986765  1.554614  0.457004  0.997249 
3.023177e-02:  38.2500   0.925649  108.370912  204.761763  2.934711  2.719000  0.825699  61.157071  0.608431  1.167404  1.608494  0.283574  1.781318 
-4.662371e-01:  38.5469   1.173932  92.935489  272.112270  3.796133  0.303578  0.243667  50.006500  0.617747  0.932065  1.888642  1.076472  2.011419 
1.505304e-01:  38.8281   1.016721  126.361930  252.818880  3.945981  3.462031  0.413633  47.022463  0.796312  0.940437  1.774498  0.234996  1.855355 
-4.426932e-01:  38.0938   0.642639  136.132972  486.154785  1.402844  0.988980  0.969655  65.391223  0.725224  1.211039  2.383346  1.316262  3.302764 
1.969530e-01:  38.5938   1.118646  87.930679  141.474167  3.064822  3.215230  0.539711  96.882794  0.508152  1.080240  2.092498  0.363530  0.057886 
8.913274e-02:  37.2500   0.975311  74.070936  313.550455  3.100783  3.152420  0.932147  82.926827  0.796889  0.832529  2.057165  0.178191  2.349390 
-3.945959e-01:  37.0469   0.608850  146.364747  440.135757  1.186759  3.371245  1.119482  6.369736  0.355696  0.892984  1.896673  1.009488  2.537829 
1.355892e-01:  38.0000   1.206678  86.048845  260.788356  2.258436  2.974585  0.562539  38.535850  0.764937  0.618444  2.520069  0.348414  1.036788 
6.459791e-02:  38.0156   0.999614  115.792814  229.328067  3.099593  2.631897  0.661739  52.169939  0.642059  0.991246  2.200101  0.210906  1.834754 
8.491982e-02:  37.6094   1.022171  43.362178  153.937548  4.418927  2.072595  0.637374  69.876708  0.983165  0.652643  2.617809  0.383635  0.377168 
6.487275e-02:  38.4531   0.970555  116.830455  322.280716  3.336802  2.774483  0.714737  48.614895  0.598393  1.139714  1.940916  0.312600  1.426939 
-4.149735e-01:  38.5000   1.006811  148.077782  175.520463  3.095177  0.422688  0.690776  131.146971  0.891396  1.254546  3.046809  1.160153  1.581819 
-4.335701e-02:  38.6406   1.187292  42.619350  341.266746  1.959988  3.715263  0.673203  103.368623  0.521552  0.971930  2.087574  0.517228  0.474000 
-3.158960e-02:  38.2500   0.829584  73.917252  338.498556  3.662534  3.507939  0.842128  24.208794  0.902442  1.174398  2.149444  0.020563  1.824171 
-4.132186e-01:  39.4063   0.688893  143.104934  121.880575  2.169261  0.227600  0.150364  48.755970  0.348493  0.710002  0.368704  0.084130  0.973525 
6.441888e-02:  38.4219   1.115440  121.845090  380.060702  2.125915  2.656047  1.070510  60.471834  0.414179  1.186032  1.661287  0.142546  2.469039 
7.291158e-02:  38.5156   1.022956  107.026458  223.580960  2.249567  2.478191  0.605180  56.836340  0.809867  0.773495  1.842315  0.278321  1.233462 
8.304928e-02:  37.3281   1.055749  108.682386  227.799557  2.676849  2.914315  0.775128  82.928239  0.655488  0.893276  1.351734  0.387987  0.992051 
9.622747e-02:  37.6094   0.809577  100.507457  351.079583  3.510433  3.345094  0.753701  30.726131  0.814009  1.066598  2.424550  0.239239  1.067158 
1.831623e-01:  37.5156   1.014270  93.162156  212.016599  1.138228  3.418195  0.792387  52.744837  0.699687  0.887585  2.491977  0.224115  1.019800 
-2.769111e-01:  38.4688   0.998690  155.890392  168.955698  2.762818  2.965880  0.212032  68.099425  1.018872  0.799291  2.050813  0.568299  3.696848 
-1.025469e+00:  37.8281   0.825258  122.945931  123.248773  5.103528  2.908255  1.077967  84.452416  1.009734  1.422299  0.562247  1.820641  0.990891 
1.117697e-01:  38.2031   1.289657  89.952851  379.302506  1.025757  2.998554  1.450196  129.639127  0.238623  1.392496  1.121241  0.057670  2.310493 
4.007310e-02:  38.7188   1.021131  69.187078  316.536341  0.499387  3.733083  0.690029  121.923863  0.947145  1.315910  3.072293  0.429079  2.810132 
3.129454e-02:  38.5313   0.989434  92.294607  317.098960  3.670273  2.377983  0.710805  73.906933  0.652248  1.067057  1.506611  0.363683  1.048846 
8.698847e-02:  37.7500   0.840358  110.645922  343.315772  3.241159  3.309068  0.879215  70.536799  0.747814  1.174837  1.795463  0.155063  1.341514 
-1.212857e+00:  38.3438   1.103653  107.784869  268.097672  3.938118  3.225609  1.045054  45.701615  0.242498  1.202812  2.298159  1.453796  0.494986 
-3.696935e-01:  39.4219   0.803328  30.236894  362.384576  4.406781  0.214977  0.122190  103.115567  0.448060  0.802999  0.303914  0.436614  0.922112 
2.732781e-01:  38.8594   1.138758  114.102095  324.050841  3.327631  3.253604  0.524243  78.888964  0.546855  1.270518  2.115306  0.170485  0.610605 
-2.524984e-01:  37.4219   1.399586  59.257874  363.797692  3.312474  3.005619  1.343195  62.913017  0.724730  1.187858  2.212324  0.531880  2.198180 
9.252926e-02:  39.1719   1.105194  82.961454  245.555053  1.351988  2.649394  1.110391  48.351287  0.579585  0.821183  1.605641  0.287108  1.335093 
8.948312e-02:  40.0625   0.939501  97.441154  296.470509  3.441487  2.903238  0.662873  47.291854  0.639629  1.182293  2.065132  0.294376  1.223840 
4.897041e-02:  40.4219   1.297113  97.209048  267.831504  2.539824  3.126738  0.795504  37.252091  0.549324  1.155535  2.225211  0.384720  1.577374 
9.166294e-02:  40.0313   1.046996  88.122881  341.285143  1.940607  2.563863  0.664178  93.779395  0.900435  1.072783  1.241408  0.288712  1.073312 
-8.511632e-01:  39.7500   0.954518  27.880151  394.092596  1.698918  1.684634  0.239842  22.610521  0.405122  0.544294  2.816686  1.878040  2.397198 
-8.850635e-01:  38.8125   0.711529  64.815369  308.285441  0.929947  3.127386  0.304248  85.681752  1.022478  0.800856  1.065493  1.782959  0.315519 
4.310811e-02:  38.5469   0.860057  136.558113  322.885955  3.484786  2.972514  0.448551  99.575200  0.557841  1.300869  1.632984  0.058219  0.885087 
2.592424e-01:  38.6563   1.127074  141.487838  366.724845  2.907762  3.402734  0.459318  83.848534  0.463694  1.021479  1.096968  0.245548  0.583854 
1.007967e-01:  39.5938   1.095028  94.691215  272.697391  3.037402  2.971680  0.831377  74.798642  0.617894  0.818251  1.801207  0.266582  2.059303 
6.497536e-02:  39.8594   0.984533  110.789137  327.450027  2.701013  2.909207  0.537542  63.810187  0.574631  1.104467  1.961013  0.368670  1.288921 
1.472869e-01:  39.7344   1.187849  107.046315  281.595116  2.776064  3.088182  0.708765  52.832869  0.551453  1.191869  2.077155  0.303094  1.404302 
-3.067220e-01:  39.2656   0.953563  92.885804  360.851904  5.335289  0.692844  0.399914  141.513864  0.283091  0.513533  0.246394  0.289345  1.902565 
2.455408e-01:  38.9531   1.220395  73.265510  323.244764  1.251007  3.730842  0.790918  68.249250  0.828058  0.614942  1.759688  0.233042  1.458952 
-1.928388e-02:  39.1094   1.035730  110.538758  343.939595  3.145344  2.595552  0.707422  41.315653  0.441489  1.183569  1.336237  0.473373  1.253565 
2.282273e-01:  39.0781   1.107066  114.105919  185.240421  3.207826  3.709672  0.871375  52.429928  0.508702  1.326559  2.236534  0.088655  1.151099 
9.940506e-02:  38.8125   1.044754  95.513690  273.815155  2.699039  2.835319  0.802612  65.598378  0.707084  1.068717  1.488011  0.261814  1.694976 
-4.434701e-01:  39.0156   0.829619  146.999749  184.337844  0.219594  3.387064  0.174961  83.235061  0.623700  0.550358  2.416218  0.975049  0.084383 
-2.723172e-01:  37.9063   0.952262  158.524612  384.143579  4.964569  1.491574  1.364353  132.876931  0.240769  1.405179  2.693142  1.102450  0.196592 
1.605611e-01:  38.3281   0.939351  137.947892  328.051747  3.661983  3.486462  0.569712  31.448253  0.614527  1.193693  2.093391  0.129223  1.401559 
-1.385839e-01:  37.7656   1.135642  134.909601  369.596156  4.319143  1.753661  1.000859  41.742735  0.796444  0.833812  1.411698  0.209870  3.214331 
6.677589e-02:  39.7031   1.017079  87.682870  240.961142  2.854981  2.649671  0.632297  74.294837  0.672406  0.912150  1.656409  0.302507  1.522231 
-3.246222e-01:  39.1719   0.700782  113.897752  160.557374  2.977467  1.799364  1.045238  44.964778  0.231169  1.312870  2.729162  0.987291  0.896193 
1.438700e-01:  39.7813   1.099797  116.571500  314.211068  2.766865  2.943289  0.839786  57.752309  0.473465  1.181952  1.817432  0.187204  1.726106 
1.322797e-01:  39.8438   1.005720  103.820371  289.246899  2.901454  3.342229  0.700702  60.540321  0.725140  0.970673  1.251705  0.326049  1.191825 
-1.743760e+00:  39.5469   1.104497  148.340303  75.202080  2.766592  2.850348  0.646609  128.908224  0.285294  1.027742  1.547815  1.839126  0.601795 
1.287915e-01:  39.5000   0.947281  124.126992  335.325978  3.789158  2.943914  0.639871  38.773836  0.512751  1.293001  1.899369  0.248214  0.995657 
-4.179443e-01:  40.1250   1.290983  54.953007  418.362208  1.649697  1.860628  0.353917  40.670370  0.647126  0.991427  0.303841  0.843406  3.436615 
-1.832282e-01:  38.4219   1.120117  39.469538  337.025689  4.550416  1.176104  0.652978  7.509504  0.691757  0.901267  0.719240  0.871427  0.539552 
5.200802e-02:  38.5156   1.198726  109.556456  225.801023  2.529310  2.305087  0.960076  61.167659  0.629066  0.933661  1.669040  0.439084  0.762429 
-4.090753e-01:  38.9219   0.810264  86.631267  239.886412  1.626668  0.485972  0.558450  16.536412  0.983582  1.241313  1.612457  1.239874  3.412245 
5.715999e-02:  39.1875   0.872981  103.058371  198.382230  4.598474  3.066503  0.544722  96.465372  0.653092  1.100960  2.055463  0.434610  0.690446 
1.265892e-01:  38.4844   0.981703  128.440111  327.095947  2.589451  3.357060  0.787645  61.525131  0.687227  1.022174  1.728783  0.329354  1.136662 
-1.484184e-01:  38.5469   0.862956  155.378274  266.415905  2.783976  3.991536  1.320745  67.123483  0.637007  0.536454  3.080885  0.626496  1.158854 
1.529641e-01:  39.2500   1.008245  128.146603  330.989482  2.652733  3.351218  0.678209  57.312186  0.488459  1.326800  1.849493  0.131151  1.771479 
-3.950860e-01:  38.7344   0.751076  182.395585  286.524042  5.059498  0.123061  0.718237  69.870462  0.754866  0.909415  1.799524  1.247142  0.398167 
-3.132840e-01:  38.9688   1.356236  12.481935  366.244897  0.879469  1.055792  0.549925  108.683685  0.340770  0.585716  0.784213  0.949793  3.880684 
1.603555e-01:  39.0469   1.204016  59.951017  234.233041  2.030253  2.372632  0.411738  74.552268  0.661426  1.022484  1.332204  0.162899  0.940480 
1.713861e-01:  39.0000   1.001359  141.787172  326.452270  4.000878  3.832256  0.626019  13.554365  0.499169  1.236859  1.982332  0.046503  0.889240 
9.074548e-02:  38.7344   1.032087  120.020281  239.948186  3.245002  2.600258  0.864737  57.569172  0.688420  1.153668  1.842849  0.248542  1.308292 
5.249020e-02:  38.0000   0.913773  123.753593  322.739757  3.312185  3.068118  0.591433  83.019741  0.734992  1.168933  1.282613  0.370330  1.361645 
-3.584181e-01:  38.5156   0.818734  73.197067  249.367505  3.115279  0.401012  0.687988  110.568275  0.726174  1.352629  1.797909  0.358791  3.932968 
-3.366737e-01:  38.3906   0.915542  117.029315  69.683582  0.951016  0.443424  1.331389  102.881852  0.617981  1.379547  1.949032  1.250194  3.645492 
2.621197e-01:  39.1719   1.117067  115.213107  329.080256  3.475398  3.659835  0.331933  32.934332  0.687989  1.287602  2.782466  0.130465  0.992676 
1.000940e-01:  38.3750   0.986396  106.649527  356.899575  2.560582  3.570388  0.722648  63.633352  0.807059  1.219978  1.450392  0.050235  1.622520 
8.246321e-02:  38.5625   1.027203  76.650508  267.815077  2.652242  2.594202  0.756560  68.285288  0.671670  0.838306  1.792765  0.328587  0.984312 
1.208424e-01:  38.9063   0.943549  102.776873  315.729375  3.164198  2.950290  0.670258  54.861536  0.557703  1.238782  1.457173  0.246001  1.044031 
2.296849e-01:  39.0469   0.855294  72.727656  373.510823  5.743308  3.933933  0.545694  10.757606  0.813111  1.473254  2.711824  0.134139  0.247380 
2.656392e-01:  38.8125   1.140831  142.473267  314.232793  1.789603  3.927660  0.763625  104.206976  0.971545  0.784617  1.356938  0.131382  1.344102 
