NSCE  Elapsed_Time  RainFact    Ksat    WM    B    IM    KE    coeM    expM    coeR    coeS    KS    KI  
-5.105389e-01:  38.8594   0.709419  23.224396  301.691438  0.903981  2.124109  1.151961  21.772321  0.488612  1.083229  0.421712  1.552729  0.584421 
1.300516e-01:  43.3750   0.988396  172.343523  249.515714  5.623570  2.324253  0.321118  10.990311  0.599520  1.144401  0.065193  0.168629  0.894143 
-7.147080e-01:  39.5313   1.235953  52.636904  341.101825  2.744176  1.799778  1.266678  94.962528  0.866363  0.576526  1.475250  1.410730  1.562350 
-2.610890e-01:  39.6719   0.903825  68.442725  202.833934  2.128963  1.551423  0.857518  85.165185  0.556514  1.064242  1.536713  0.687258  1.763305 
-3.060906e-01:  40.4219   1.133709  126.909388  179.913870  2.278184  1.311167  0.542573  69.163865  0.476143  0.889044  0.823927  0.718773  2.242990 
-3.566187e-01:  40.1406   0.768347  15.560515  485.361055  4.733336  1.252420  0.998999  69.081792  0.891466  0.731940  2.200481  1.348620  0.086710 
-4.078509e-01:  39.9063   1.170779  74.979406  306.881367  3.098397  0.833378  0.996853  55.507606  0.877234  0.947864  2.317360  1.083875  1.746927 
-4.376728e-01:  39.4844   0.610826  15.558270  106.352553  2.957958  0.978503  1.246834  27.543414  0.250408  1.081081  0.318241  1.331292  1.279078 
-1.317234e+00:  40.4844   1.163071  43.645600  240.823890  4.270320  2.756073  0.474616  115.564168  0.582234  0.683005  2.325865  1.165844  2.941639 
-2.147549e-01:  39.8594   0.888803  85.368420  294.241118  4.266011  1.526564  0.738927  50.277694  0.744463  0.861314  1.175504  0.582877  1.508256 
-1.485194e+00:  40.9219   1.265908  28.203526  75.857131  5.174708  2.741975  0.450670  70.888019  0.215057  1.357418  1.573285  1.513912  0.416022 
-2.993247e-01:  40.5781   0.919802  84.098531  235.801699  2.273079  1.489148  0.566107  78.635878  0.545583  1.053480  1.624779  0.826732  1.684834 
-2.045712e-01:  40.7656   0.981003  125.824045  327.520978  3.540773  1.517019  0.686543  69.303263  0.793681  0.824422  2.555344  0.416609  2.451359 
-5.490643e-01:  41.0938   1.088840  74.083125  155.165818  2.067715  2.208708  0.404753  88.251278  0.745577  0.662374  1.970026  0.920085  3.251492 
-4.549773e-01:  40.8594   0.852549  134.944503  398.955508  3.165595  2.112534  0.539376  31.760708  0.892419  0.964242  1.955407  1.058307  2.769537 
-2.309495e-01:  41.0781   1.259865  131.747325  85.611951  4.207270  1.992278  0.880187  78.079524  0.259081  1.457371  0.795391  0.868731  0.534831 
-7.650028e-01:  41.1406   1.140136  59.718059  55.930608  4.914644  3.295681  0.790749  34.354281  0.877322  1.208703  2.787196  0.525177  2.952106 
-3.291426e-01:  42.1094   1.070286  152.441568  333.197535  3.677802  1.438929  0.593404  106.868999  0.734700  1.002957  2.155105  0.964927  1.335356 
9.954034e-03:  41.0625   0.661746  84.578233  378.264474  3.590901  3.425253  0.855297  27.668765  1.084914  0.926302  2.829876  0.257959  0.879314 
-4.274486e-02:  40.6719   0.857565  134.563423  332.628744  4.497236  1.903075  0.534164  43.168719  0.419587  1.454116  1.293880  0.417297  0.501034 
-1.742754e-01:  40.2500   0.994279  161.513791  301.476194  2.375223  1.708403  1.052519  50.830730  0.841763  0.813388  1.526420  0.459698  2.297234 
-1.812467e-01:  39.9375   1.116066  48.530686  418.668481  2.398616  1.410246  1.090030  100.333929  1.094218  0.852478  2.017980  0.113522  3.896662 
9.898676e-03:  40.2813   0.796812  125.377362  362.471859  3.584854  2.986209  0.470484  96.443694  0.654794  1.167159  1.431266  0.067758  1.057306 
-4.210017e-01:  38.4844   0.646159  142.136380  93.888924  1.621434  1.353361  1.111793  24.305222  0.277145  0.734810  1.582107  1.940357  0.489455 
-1.958948e-01:  39.7188   0.987005  124.329578  432.391320  0.613933  2.550885  0.192100  114.115766  0.449046  0.958606  1.873958  0.722505  0.826110 
-1.889505e-01:  39.2500   0.850195  71.186952  486.407349  1.138333  1.546936  1.360116  16.228166  0.979412  0.793534  1.484199  0.378501  3.646231 
-5.538633e-01:  39.6250   0.957833  140.254823  131.848138  2.444930  0.897439  1.035727  86.080011  0.977968  1.170103  2.125011  1.766604  2.461345 
3.816755e-02:  39.0781   1.015716  32.405293  109.910150  3.205331  2.083724  0.826350  51.354571  0.251825  1.460539  2.642869  0.150671  1.109153 
-3.264090e-01:  40.6719   1.064257  125.172479  87.806812  5.431933  0.217840  0.758756  6.766731  0.946508  0.724704  2.068281  0.012571  1.409660 
-1.876655e+00:  39.4688   0.966096  68.351759  341.752069  4.308522  3.992390  0.564650  57.101357  0.340513  1.068628  1.858055  1.242045  3.736328 
-4.448359e-01:  39.3438   1.039899  130.723863  299.666661  2.379136  1.119792  0.461568  82.722977  0.698627  0.935686  1.244302  1.296792  1.743222 
-2.413073e-01:  39.0000   0.644579  167.865203  314.200114  4.895349  2.798756  0.820226  24.718395  1.034395  1.157813  1.841031  0.887692  0.199169 
-1.439199e-01:  38.5781   0.816649  155.689562  237.215978  2.257772  2.135034  0.532545  62.877117  0.751316  0.810560  1.228977  0.456917  2.190520 
-2.380946e-01:  38.8906   0.935947  155.079904  188.415469  2.147730  1.528293  0.803934  57.549045  0.825469  0.849986  0.887805  0.672348  1.506731 
-7.462786e-02:  39.7656   1.242558  105.631027  347.675183  5.149414  0.683551  0.161249  138.847314  0.690563  1.364912  1.466276  0.394447  0.464223 
-5.394110e-01:  39.2813   0.955744  178.538533  106.829912  0.689455  1.331196  1.033878  56.530162  0.400602  0.582672  0.852789  1.594236  3.001286 
-1.328363e-01:  39.8281   1.164287  168.143971  154.205503  1.164488  3.254654  0.943526  120.441456  0.442121  0.507396  0.560455  0.630651  0.338176 
-6.251888e-02:  41.1563   0.653282  13.260485  485.027158  2.643632  3.210654  0.248838  118.613775  0.836255  1.103362  0.847442  0.086835  3.059269 
-1.150790e-01:  40.6250   0.958999  141.019929  82.761547  1.869726  3.418913  1.130998  76.461346  1.024593  1.437890  1.285076  0.543293  1.818387 
-3.441777e-01:  40.5156   1.194555  96.257095  229.136706  3.294444  1.326814  0.633816  91.374053  0.431921  1.242480  1.783877  1.010237  1.222176 
-4.167978e-01:  39.5469   1.229804  199.572332  380.831848  1.147108  0.420665  1.498750  81.197181  0.325804  0.880511  2.683117  1.554702  3.304866 
-5.540898e-01:  40.3125   1.218859  66.162126  244.615079  4.984308  1.151059  1.129290  7.386507  0.911970  1.406333  1.637005  1.586149  1.224773 
-1.353800e+00:  40.7656   1.083628  166.765651  224.814021  2.143345  1.907652  0.564057  127.066883  0.562226  1.031714  2.893531  1.842580  2.471986 
-1.921455e-01:  40.3125   0.918440  179.019223  418.505663  4.896407  1.775123  0.648572  50.451818  0.578913  1.150198  1.413266  0.022386  1.955138 
-2.103194e-01:  40.8438   1.105216  81.860480  308.434391  2.454607  1.580691  0.876884  80.562226  0.813944  0.762969  1.999293  0.673128  1.479939 
-2.834104e-01:  40.3594   0.853966  90.088170  211.068359  4.500502  1.531811  0.797216  99.631211  0.875504  0.943840  0.837286  0.562173  2.530062 
-3.508960e-01:  41.3281   0.957282  52.073077  248.828717  4.468448  0.931347  0.806174  63.187285  0.832304  0.969264  1.403377  0.985433  1.391746 
1.131497e-01:  40.2969   1.000296  158.681148  266.497597  5.930350  2.806726  0.852286  37.309393  0.655730  1.105632  2.484302  0.171748  1.339482 
-7.047299e-03:  40.7969   1.132825  70.106829  429.188439  0.929526  1.868324  0.521026  131.347823  1.060907  1.105796  0.867047  0.331039  0.970994 
-2.475721e-01:  40.8281   0.959783  46.737139  498.464299  3.154891  1.752498  1.143389  42.453262  0.572946  1.434421  3.237990  0.614593  3.296710 
-2.468270e+00:  41.6719   1.040502  181.313844  335.394357  3.568724  3.266182  0.122756  148.856795  0.314249  1.234811  3.323073  1.515545  3.543827 
-3.643410e-01:  41.7656   0.654867  129.545560  203.391241  0.976391  1.308737  1.179196  10.481875  0.785880  1.183171  0.424119  0.810660  0.340804 
-6.470873e-02:  40.0781   0.737307  63.215885  106.295180  1.598919  3.033846  1.191728  86.514545  1.095818  1.288105  2.059904  0.132938  2.888665 
-3.709679e-02:  39.6875   0.807961  44.715333  204.446207  5.487769  2.485296  0.690728  43.646123  0.890600  0.910864  0.908242  0.490884  0.681919 
-2.126985e-01:  38.5313   1.146309  100.023996  373.706355  3.401308  1.429062  0.777416  107.791878  0.574686  1.046006  2.081594  0.583728  1.843283 
3.283532e-02:  33.1875   0.951556  124.166685  393.874570  1.917220  2.579989  0.892059  31.642743  0.561591  1.113791  2.405137  0.301773  1.265789 
-8.681523e-02:  32.6875   0.821408  59.746956  315.587595  2.330694  1.856818  0.675620  85.371272  0.487697  1.460201  0.397051  0.340214  0.341556 
The Initial Loop: 1 
BESTF  : 0.843587 
BESTX  : 1.272909  126.211997  240.787741  2.616090  3.126824  1.074051  9.935575  0.225744  1.027634  2.546732  0.044114  1.239438 
WORSTF : 5.808449 
WORSTX :  1.169768  34.291528  49.503247  4.486414  2.371660  1.266804  72.797870  0.821368  0.730346  1.870591  1.993450  3.160625 
-2.268586e-01:  42.0313   0.685557  59.089001  98.821161  2.771585  1.591006  0.971323  13.890114  0.745444  1.402608  2.733857  0.134663  1.208004 
-1.128370e-01:  42.0938   0.659326  111.673208  462.537834  3.705545  3.497362  0.971960  74.623169  0.779643  1.344275  2.243527  0.022726  1.300077 
-1.727901e-01:  42.2656   0.987073  167.966357  242.756430  2.685658  3.297535  1.131703  29.058897  0.347808  0.594821  0.041535  0.713420  0.489915 
-1.024258e-01:  42.6250   1.255391  126.352024  88.238222  5.430936  0.883442  1.235396  110.776428  0.636155  1.349362  1.674307  1.008872  0.148892 
-4.491781e-01:  36.4063   0.862234  167.349080  308.979269  4.688160  0.445898  1.361129  11.392467  0.906404  1.419242  2.809740  1.455662  1.466603 
-3.772374e-01:  36.8438   0.980893  113.067451  272.842668  1.619934  0.871335  0.301682  14.022960  0.543704  1.111838  1.709804  0.895457  2.322395 
-4.371896e-02:  36.9531   1.223972  20.782252  406.694069  1.658464  3.324524  0.405787  45.219793  0.290193  0.946843  2.752320  0.432955  2.758706 
-1.615890e-01:  37.0000   0.918037  22.734596  472.584030  5.792454  1.233840  0.626441  104.677862  0.635139  0.891594  0.317563  0.645283  0.008514 
-2.691271e-01:  36.5000   1.071863  139.217325  359.655400  3.428836  1.385930  1.081532  51.849524  0.563938  0.964901  1.055897  0.933837  0.874706 
-1.625131e-01:  36.3125   1.053095  77.662096  350.660207  2.588190  1.419413  0.685849  78.930251  0.584481  0.950280  1.090955  0.455996  1.714831 
-4.626272e-01:  36.5625   1.214033  142.151501  334.767252  3.146784  1.615857  0.853254  67.148713  0.524884  0.947071  1.713543  1.356913  0.624078 
-1.580791e-01:  37.3281   1.303245  147.834836  196.454752  1.292545  1.039554  0.293362  78.660043  1.039664  1.130543  3.116732  0.319985  3.742538 
-3.989810e-01:  35.9063   0.645475  113.810015  183.597627  5.714293  0.643615  1.345074  109.001505  1.033912  1.356207  0.173414  1.280536  0.701100 
-1.850765e-01:  36.8281   0.890986  70.974047  210.815477  4.114456  1.638146  1.003054  114.429034  0.822152  1.203430  1.865542  0.410282  1.965465 
-1.820661e-01:  37.4219   1.108461  63.542241  144.797487  4.822017  3.492206  1.409586  33.641314  0.796856  1.499591  0.802573  0.711353  0.094415 
-2.050906e-01:  47.5625   0.797864  122.977699  200.384101  5.541084  3.587676  1.032607  1.989273  0.975698  0.804579  1.222883  1.357802  0.145560 
-2.125605e-01:  36.8125   0.973041  95.838232  278.538969  2.842355  1.564339  0.764458  72.489064  0.773707  1.084062  1.804978  0.605349  1.676782 
1.140782e-01:  37.2031   1.185644  73.023653  264.222410  5.206887  2.571621  0.668131  119.442184  0.556509  1.091773  1.843693  0.342512  1.004745 
1.222025e-02:  36.7344   1.127619  71.244752  237.222393  0.407484  2.285239  1.450594  30.687580  0.549407  0.716105  1.315178  0.291746  1.436899 
-2.009994e+00:  37.2188   1.161764  30.256020  178.516652  2.072004  2.881773  0.822435  14.034091  0.409327  1.492307  1.630252  1.911029  0.615206 
-1.894511e+00:  37.5156   1.339603  198.266683  449.268952  4.420692  3.218494  0.245940  30.489365  0.941985  1.064797  2.794256  0.872350  3.901690 
-3.982324e-01:  36.4375   0.864248  4.137543  350.799315  3.000658  0.169686  1.395098  59.525776  0.637790  0.794270  1.218254  0.232947  0.209598 
1.133939e-01:  38.1563   1.001790  148.846040  375.599044  1.194784  3.356225  0.903625  2.794327  0.587394  0.865670  0.930712  0.273146  3.672368 
-2.411459e-01:  36.5625   0.925758  91.452256  264.644225  3.924597  1.649303  0.742331  66.205389  0.673428  1.053951  1.505514  0.716415  1.450630 
-2.187711e-01:  37.7031   1.051193  107.715462  235.235385  3.363349  1.788837  0.679868  74.262984  0.574529  1.141296  1.661491  0.670050  1.633678 
-9.077828e-02:  37.4844   0.853317  124.715648  369.236708  3.172338  3.941103  0.944243  14.962396  0.837259  0.850083  0.626666  0.600716  0.778887 
-7.658143e-01:  38.6094   1.215122  19.602331  346.042499  2.611526  1.035319  0.924978  106.201627  1.043093  1.176371  1.037903  1.662951  3.585342 
-7.861753e-01:  39.7188   1.241666  157.156145  50.014896  3.910866  1.398682  0.561465  51.987102  0.317734  1.004769  2.080481  0.563259  2.524264 
-4.669347e-01:  38.6406   1.181717  28.903329  348.771250  1.891113  0.613048  0.409069  105.014842  1.081601  0.854531  2.716608  1.514046  3.368774 
2.024877e-01:  38.3906   0.954083  69.211690  171.296820  3.255712  3.377204  0.582339  54.040095  0.777832  0.948078  1.064375  0.145443  0.759297 
-1.251387e-01:  38.3281   1.045009  75.208422  258.352455  3.256576  1.681235  0.639410  28.013116  0.807522  1.110779  1.828071  0.437789  1.790311 
-2.870102e-01:  38.2344   1.046385  113.921308  383.811136  2.927009  1.919693  0.529422  82.100568  0.720034  0.972316  1.279501  0.847825  1.385303 
-5.547800e-01:  38.0156   0.671274  144.428589  80.941216  1.386003  3.257928  1.158735  9.967052  0.227204  1.405657  1.370110  1.337863  1.024345 
-1.787675e-01:  38.5938   0.950573  125.735772  336.725513  3.687285  1.664042  0.733314  75.873448  0.694733  1.065118  2.049195  0.529240  1.685463 
-1.370510e-01:  40.1719   1.074472  121.613569  153.061818  3.198331  1.681440  0.182336  19.872627  0.698375  0.573882  3.061937  0.204381  3.093523 
9.761386e-02:  38.9063   0.963215  169.740424  371.813683  2.890367  3.353198  0.585614  59.418331  0.614678  1.184113  2.048510  0.074315  1.764386 
-1.414262e-01:  37.9531   0.957751  44.761009  281.868295  3.340010  1.191626  1.115727  62.819285  0.616008  0.920668  1.414629  0.357955  0.571177 
1.009609e-01:  38.2500   0.787487  32.193425  222.342074  2.742460  3.806463  0.685257  86.821454  0.341763  0.816517  1.794444  0.177854  2.078305 
-1.080405e-01:  37.5313   0.990587  188.167553  299.346011  5.080953  3.787545  1.349037  15.311723  0.375407  1.492069  2.225881  0.003504  3.006327 
-2.203755e-01:  37.9219   1.384892  174.230609  373.068283  3.052294  1.189482  0.938202  53.356823  0.643957  0.780875  0.896792  0.323721  2.922807 
-8.953293e-01:  36.9531   0.636029  199.489482  281.680331  5.058501  3.405886  0.844946  113.488673  0.925837  1.462733  3.056874  1.982562  0.402190 
-8.001968e-02:  37.6094   1.103929  156.076040  464.644568  3.633660  3.473011  0.444905  113.128206  0.522424  0.767234  0.279413  0.420986  2.803347 
-3.550851e-01:  38.0313   0.780795  111.546865  256.770407  3.340181  0.879343  1.086768  135.411208  0.278050  0.771450  0.711633  0.453540  2.735658 
-4.311267e-01:  39.3750   1.326009  147.332930  441.021143  3.310649  2.931717  1.163930  93.666915  0.603757  1.153115  2.516109  0.666792  2.385535 
-1.767624e-01:  38.7969   1.149390  113.928815  236.083054  2.942216  2.680859  0.749275  53.819051  0.768080  1.235402  1.246885  0.641403  1.201591 
-2.887999e+00:  39.4219   1.096049  143.596942  337.713255  3.515064  3.328509  0.120152  16.800531  0.394256  0.904560  2.215677  1.593193  2.767442 
-2.119476e-01:  39.1094   0.846347  93.564881  354.947828  4.287197  2.611579  0.560904  70.638067  0.891507  0.828034  1.696792  0.599327  2.623400 
-7.509195e-02:  37.9688   0.784569  122.363250  226.923788  2.789576  2.190161  0.451217  63.751768  0.560845  1.114382  1.413393  0.185766  1.590144 
-3.834047e-01:  38.1406   0.815432  69.050360  427.991887  0.536054  0.859671  0.477644  36.486940  0.286464  1.414099  2.361591  0.039289  1.494059 
-2.638391e-01:  38.2813   0.915970  139.425926  322.621854  2.793735  2.015187  0.489581  73.293809  0.810672  1.141071  1.493244  0.723227  2.221787 
-4.249312e-01:  39.0781   1.011575  6.267722  423.968497  3.933443  0.733385  0.152444  31.620442  0.766649  1.181342  1.580063  0.901907  2.860997 
-1.928765e+00:  38.0000   1.343357  109.851565  264.960826  2.714191  3.825739  0.834961  69.330858  0.704776  0.713740  2.164231  1.236226  0.392655 
-5.596089e-02:  37.2969   0.997209  104.412153  335.969114  1.896207  2.574652  0.434227  92.491321  0.571305  0.968481  1.721402  0.528417  1.186372 
-5.102164e-01:  36.8125   1.359374  88.058417  222.195005  0.788848  0.687792  1.234522  94.550477  0.468014  1.379403  1.173199  1.836613  2.628811 
-1.124661e-01:  37.1719   0.936337  140.843158  277.486655  4.444291  2.926041  1.182730  44.178438  0.781063  0.828990  2.502875  0.457995  2.624317 
-1.471238e-01:  37.4688   1.109665  125.388255  196.765796  3.484834  2.255444  0.811698  73.695469  0.446467  1.274652  1.275121  0.623146  1.230421 
-4.692467e-01:  36.9063   0.878829  184.773757  293.884395  3.652513  0.232426  1.055010  54.410479  0.302393  1.483560  0.926980  1.987927  1.678715 
-1.513409e-01:  37.4375   0.982982  82.480046  407.189256  3.183684  2.062952  0.911266  56.316621  0.591357  1.230956  2.404160  0.452005  2.600267 
-2.752926e-01:  38.3438   1.353678  37.429145  171.791759  5.876549  1.821404  0.437939  85.398703  0.773618  0.784859  1.509929  1.036916  0.191597 
-1.742787e+00:  38.9844   0.948800  117.566077  480.938460  4.480311  3.792288  0.197144  126.711678  1.073823  0.521022  2.386539  1.637505  0.063202 
-1.897912e-01:  39.1875   0.877813  98.718371  176.677277  4.137123  1.586740  0.755750  85.269536  0.540247  0.984459  1.222287  0.217121  2.670150 
-3.109243e-01:  38.7656   0.960884  74.464803  156.976439  5.941683  2.082574  1.129077  49.359290  0.450434  0.857255  1.682917  0.088739  3.922082 
-7.696296e-02:  38.9531   0.932516  61.207417  338.787503  4.389321  1.862062  0.778871  81.705268  0.691335  0.986719  1.141879  0.517587  0.696297 
-1.802410e-01:  38.5938   0.894668  120.083625  264.539402  3.511191  1.895699  0.833390  63.963090  0.596327  1.031152  1.738218  0.567924  1.620499 
-6.134339e-01:  37.6406   1.289448  159.216265  447.927355  5.576659  1.485676  0.317941  105.239459  1.058883  0.778406  2.108019  1.079096  2.019415 
-1.404773e-01:  36.8906   1.122346  62.301670  291.808623  2.352394  1.649327  0.876031  45.424777  0.692088  1.192292  1.791959  0.360151  3.033264 
-6.361269e-01:  37.4375   0.665400  59.351003  191.997903  0.755646  3.503928  1.112377  16.684403  0.643955  0.903267  2.545704  1.317510  3.674799 
-6.743572e-01:  37.3281   1.144069  99.552449  480.418539  5.643225  1.987930  0.980485  125.343515  0.508164  0.694315  1.556536  1.528504  0.675622 
-2.189548e-01:  37.9219   1.187194  69.526766  239.048012  4.131185  1.394035  0.555787  57.983190  0.578863  0.818750  2.252503  0.874158  0.818846 
-4.847641e-01:  38.5000   1.156601  12.934091  53.158186  3.260277  3.081832  0.130195  47.143364  0.251680  1.384184  2.667895  0.326825  2.949474 
-9.053891e-02:  38.0938   0.871359  57.574338  194.176372  3.149699  2.165434  0.654735  60.045300  0.762883  1.078513  2.493644  0.491304  1.127613 
-7.938919e-02:  38.5313   0.833001  152.270846  387.771679  3.617675  2.946977  0.424921  100.685004  0.749360  1.275119  1.005350  0.529266  1.496198 
2.239774e-03:  38.4219   1.317702  28.141931  223.505420  1.779012  1.832998  0.108736  77.028529  0.669565  1.184493  0.749311  0.008367  0.867689 
-1.597419e-01:  37.9219   0.938888  123.027621  298.675728  2.733382  2.072974  0.571871  65.876362  0.787369  1.135051  1.553062  0.537659  2.154949 
-7.722926e-01:  38.2813   0.849086  188.128990  313.530258  1.241336  2.153014  0.579708  90.573728  0.246457  1.431560  1.405162  1.623328  3.320813 
-1.822059e+00:  38.2500   1.375921  42.269986  144.854083  3.802856  1.785408  0.917015  106.944751  0.843917  1.157960  2.749929  1.191272  3.659916 
-4.482211e-01:  37.5469   0.641760  21.421300  191.295236  2.892145  1.785053  0.893477  81.162724  0.652457  1.471334  3.266977  1.774887  0.638534 
1.865898e-01:  37.7031   1.013897  113.767655  257.069242  2.840950  3.569529  0.730023  74.186375  0.503118  1.383128  0.450458  0.221989  1.546558 
-2.197533e-02:  38.0313   1.012217  132.318265  248.538984  3.443716  2.120504  0.973467  56.993301  0.837805  1.062782  1.853187  0.263534  1.768012 
-1.036320e-01:  37.9531   1.007356  109.628903  309.869557  2.681601  2.075986  0.829655  71.403131  0.711261  0.912779  1.940037  0.496138  1.609959 
-6.700169e-02:  38.7969   1.212213  95.203275  270.408852  4.118556  1.407471  0.614946  102.593412  0.591349  1.130324  1.250398  0.590542  0.675142 
2.171018e-02:  38.1719   0.908072  114.510474  240.915784  2.631871  3.383103  0.769792  73.762515  0.621059  1.116585  1.613977  0.052746  2.382824 
-4.403358e-01:  39.1875   1.070066  180.691123  231.662577  3.967589  0.514692  0.403610  137.226376  0.456401  0.705450  0.868877  0.438906  3.725880 
-2.140271e-01:  37.5469   0.999335  17.465353  234.111973  5.266124  3.096048  1.156365  137.317262  0.721880  0.895304  1.832021  0.536922  2.707648 
-3.080317e-01:  37.2969   1.296147  31.375991  401.530499  1.310197  0.466855  0.991466  74.106329  0.643128  0.827379  0.996212  0.771503  0.508111 
6.102377e-02:  37.2969   1.041538  141.345488  330.321599  1.729316  3.361339  0.630017  87.682275  0.401359  1.480987  1.604694  0.040172  2.323289 
-9.717044e-02:  37.6094   0.976858  69.327968  351.019145  4.568849  1.699407  0.737047  81.165872  0.684164  0.953057  1.213579  0.529207  0.848727 
-2.212494e-01:  36.5781   0.824271  88.931171  378.026876  0.664134  1.856294  1.373800  45.594380  0.753962  0.783792  3.077790  0.488164  1.991470 
8.847394e-03:  37.9219   1.131137  120.270764  190.899890  2.348287  2.716441  0.752795  102.501388  0.573170  0.799568  1.085830  0.510461  0.714677 
-2.409119e-01:  37.8125   0.868889  6.641526  305.658095  2.305088  3.543723  0.479246  52.294232  0.724740  0.720565  0.885972  0.693940  1.877190 
1.371123e-01:  37.2344   1.061383  112.640096  164.100390  1.992259  2.586079  1.138274  21.027846  0.636215  1.208126  2.338426  0.171343  0.405381 
1.517980e-01:  38.3750   0.845442  92.173465  322.165570  3.524412  3.592768  0.279715  88.314383  0.290733  1.471180  2.185092  0.209767  1.333033 
2.866126e-02:  36.9844   1.105569  100.777023  276.478284  3.923496  2.965247  0.963694  80.046584  0.559909  0.819955  1.746183  0.234693  3.077448 
-7.180774e-02:  37.9063   1.370838  52.982186  321.834092  5.174583  3.593611  0.257180  133.748989  0.696484  0.808002  2.162836  0.046851  2.904592 
6.450840e-02:  37.3594   0.808329  127.839953  179.758699  2.774741  3.628165  1.384481  97.420455  0.491495  1.070185  1.433846  0.320532  1.149495 
-2.875836e-01:  37.2188   1.086922  71.909770  175.958340  3.162329  2.354130  0.985675  21.891181  0.544489  0.592655  1.051644  0.745065  1.619820 
-1.471410e+00:  37.9844   1.151887  145.625550  96.822557  3.649493  2.822811  0.569654  63.495177  0.508511  1.005912  2.028829  1.073978  3.065021 
1.306195e-03:  37.8750   0.923769  51.118909  259.365419  4.695637  2.349760  0.538652  102.710471  0.730518  0.665680  1.751659  0.186493  1.775631 
1.294835e-02:  37.9688   0.939764  37.417933  361.165544  3.579738  2.967840  1.157917  95.629468  0.924484  0.580699  2.703287  0.128958  3.331194 
-1.845723e-02:  37.8594   0.894883  150.241276  364.312102  3.842856  2.335465  0.624468  63.479112  0.586896  1.186592  1.676409  0.181316  1.789474 
-3.059448e-02:  38.3906   0.956891  100.142055  344.860531  3.046082  2.557578  0.799419  65.884725  0.624147  1.178063  1.918948  0.345093  2.392946 
1.246166e-01:  39.2656   1.239205  95.019377  311.688057  2.989276  3.070298  0.147615  48.957823  0.601245  0.781518  0.915858  0.424690  0.312731 
-6.838506e-01:  38.0000   1.166963  167.532914  160.621110  4.480173  1.916439  1.217664  14.018073  0.721050  0.654348  2.024457  1.193310  1.788914 
-1.493678e-01:  37.8438   0.621400  115.341745  58.303271  1.343003  3.777696  1.296273  65.413481  0.804738  1.280108  1.725487  0.611802  0.545941 
-4.058015e-01:  36.2188   0.613097  72.272633  42.549581  4.059280  0.371100  1.290208  17.382885  0.451548  1.273611  0.970171  1.317137  0.826818 
-9.245210e-01:  37.4531   1.343350  168.515553  227.848776  4.342527  1.382400  0.810523  30.522570  0.834095  0.990323  2.394148  1.592779  1.836674 
-1.253312e-01:  38.1094   1.092382  111.216409  161.679265  4.098360  1.776366  1.155507  87.331083  0.679228  1.182706  1.757229  0.656329  0.824694 
-4.394506e-01:  36.9375   0.636239  181.130581  411.946361  3.395801  0.290750  0.874036  58.651765  0.261128  1.110375  2.710810  0.341778  3.222461 
-4.824995e-02:  37.1719   1.006991  96.067082  324.119158  2.839333  2.111148  0.704949  71.860796  0.594763  1.033769  1.253456  0.356654  1.897691 
-1.459184e-01:  37.3906   1.026516  112.840197  281.835730  3.548991  2.099514  0.811485  71.928650  0.684947  0.998828  1.448926  0.624245  1.230887 
-2.248600e-02:  37.9844   1.292924  174.628098  255.236235  5.155431  1.507319  0.467962  65.115873  0.591082  0.745977  0.332264  0.655601  0.417981 
-4.490657e-02:  38.0469   0.996644  120.398902  255.925118  3.216975  2.440670  0.707947  73.273936  0.509822  1.214164  1.598837  0.447892  1.589695 
3.257571e-01:  45.3281   1.202506  88.948839  252.399346  4.245524  3.553039  0.312816  32.919389  1.048741  0.592324  0.048024  0.147241  0.577834 
2.638308e-01:  48.8750   1.020475  109.341858  199.842341  1.864734  2.961302  0.539289  1.503362  0.958553  0.553544  1.839215  0.942086  0.202382 
8.873025e-02:  37.2031   0.941706  143.376249  87.112684  1.879666  3.488467  1.353814  49.593216  0.755117  1.078913  2.590719  0.084469  1.717066 
-4.141108e-01:  37.2188   0.816897  164.682781  154.975939  2.818371  0.807341  0.472742  75.024219  0.642285  0.590424  1.405043  1.718378  1.097703 
-1.385839e-01:  36.9688   1.135642  134.909601  369.596156  4.319143  1.753661  1.000859  41.742735  0.796444  0.833812  1.411698  0.209870  3.214331 
-1.743760e+00:  37.0313   1.104497  148.340303  75.202080  2.766592  2.850348  0.646609  128.908224  0.285294  1.027742  1.547815  1.839126  0.601795 
-3.366737e-01:  37.0156   0.915542  117.029315  69.683582  0.951016  0.443424  1.331389  102.881852  0.617981  1.379547  1.949032  1.250194  3.645492 
-1.099433e-01:  38.1406   0.959318  116.893475  349.476869  3.092473  2.313634  0.582121  78.757071  0.645871  1.093255  1.521880  0.547229  1.506778 
4.905957e-02:  37.5938   0.980378  101.052539  304.061960  3.063935  3.368813  0.738083  40.271037  0.751892  0.916904  1.018421  0.443369  0.984168 
-1.028342e-01:  37.4531   0.935522  121.186154  198.073730  3.462408  1.508783  0.744394  71.134233  0.677887  1.111813  1.540999  0.295051  1.142103 
-7.007732e-02:  37.9844   1.139815  131.984974  230.301135  2.262217  1.893107  0.667486  64.751852  0.877584  1.030942  2.494056  0.309768  2.681177 
-3.950860e-01:  37.5469   0.751076  182.395585  286.524042  5.059498  0.123061  0.718237  69.870462  0.754866  0.909415  1.799524  1.247142  0.398167 
